0,1,2,3,4,5,6
0.0,0.0,0.0,0.0,0.0,17.0,446.0
0.0,0.0,0.0,0.0,0.0,446.0,374.0
0.0,0.0,0.0,0.0,0.0,374.0,332.0
0.0,0.0,0.0,0.0,0.0,332.0,382.0
0.0,0.0,0.0,0.0,0.0,382.0,422.0
0.0,0.0,0.0,0.0,0.0,422.0,382.0
0.0,0.0,0.0,0.0,0.0,382.0,242.0
0.0,0.0,0.0,0.0,0.0,242.0,332.0
0.0,0.0,0.0,0.0,0.0,332.0,271.0
0.0,0.0,0.0,0.0,0.0,271.0,31.0
0.0,0.0,0.0,0.0,0.0,31.0,152.0
0.0,0.0,0.0,0.0,0.0,152.0,178.0
0.0,0.0,0.0,0.0,0.0,178.0,332.0
0.0,0.0,0.0,0.0,0.0,332.0,2.0
0.0,0.0,0.0,0.0,0.0,2.0,272.0
0.0,0.0,0.0,0.0,0.0,272.0,98.0
0.0,0.0,0.0,0.0,0.0,98.0,254.0
0.0,0.0,0.0,0.0,0.0,254.0,141.0
0.0,0.0,0.0,0.0,0.0,141.0,332.0
0.0,0.0,0.0,0.0,0.0,332.0,332.0
0.0,0.0,0.0,0.0,0.0,332.0,368.0
0.0,0.0,0.0,0.0,0.0,368.0,284.0
0.0,0.0,0.0,0.0,0.0,284.0,401.0
0.0,0.0,0.0,0.0,0.0,401.0,136.0
0.0,0.0,0.0,0.0,0.0,136.0,332.0
0.0,0.0,0.0,0.0,0.0,332.0,380.0
0.0,0.0,0.0,0.0,0.0,380.0,462.0
0.0,0.0,0.0,0.0,0.0,462.0,288.0
0.0,0.0,0.0,0.0,0.0,288.0,171.0
0.0,0.0,0.0,0.0,0.0,171.0,332.0
0.0,0.0,0.0,0.0,0.0,332.0,463.0
0.0,0.0,0.0,0.0,0.0,463.0,541.0
0.0,0.0,0.0,0.0,0.0,541.0,386.0
0.0,0.0,0.0,0.0,0.0,386.0,31.0
0.0,0.0,0.0,0.0,0.0,31.0,332.0
0.0,0.0,0.0,0.0,0.0,332.0,185.0
0.0,0.0,0.0,0.0,0.0,185.0,339.0
0.0,0.0,0.0,0.0,0.0,339.0,472.0
0.0,0.0,0.0,0.0,0.0,472.0,222.0
0.0,0.0,0.0,0.0,0.0,222.0,332.0
0.0,0.0,0.0,0.0,0.0,332.0,332.0
0.0,0.0,0.0,0.0,0.0,332.0,81.0
0.0,0.0,0.0,0.0,0.0,81.0,43.0
0.0,0.0,0.0,0.0,0.0,43.0,534.0
0.0,0.0,0.0,0.0,0.0,534.0,61.0
0.0,0.0,0.0,0.0,0.0,61.0,332.0
0.0,0.0,0.0,0.0,0.0,332.0,61.0
0.0,0.0,0.0,0.0,0.0,61.0,411.0
0.0,0.0,0.0,0.0,0.0,411.0,288.0
0.0,0.0,0.0,0.0,0.0,288.0,145.0
0.0,0.0,0.0,0.0,0.0,145.0,332.0
0.0,0.0,0.0,0.0,0.0,332.0,208.0
0.0,0.0,0.0,0.0,0.0,208.0,153.0
